mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	tempo_visible	slur
47	45	177/2	177/2	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	562						
47	45	357/4	357/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	563						
47	45	179/2	179/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	564						
47	45	90	90	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	565						
47	45	541/6	541/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	566						
47	45	271/3	271/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	567						
47	45	177/2	177/2	0.75	0	0	Chord	2/4	1	2	3/16		1/8	3/2	568						
47	45	357/4	357/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	569						
47	45	179/2	179/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	570						
47	45	177/2	177/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	571						
47	45	90	90	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	572						
48	46	181/2	181/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	573						
48	46	363/4	363/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	574						
48	46	91	91	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	575						
48	46	91	91	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	576						
48	46	365/4	365/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	577						
48	46	731/8	731/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	578						
48	46	183/2	183/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	579						
48	46	92	92	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	580		ornamentTrill				
48	46	181/2	181/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	581						
48	46	91	91	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	582						
48	46	183/2	183/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	583						
48	46	92	92	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	584						
49	47	185/2	185/2	0.0	0	0	Dynamic	2/4	1	1	0					p					
49	47	185/2	185/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	585						
49	47	278/3	278/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	586						
49	47	557/6	557/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	587						
49	47	93	93	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	588						
49	47	559/6	559/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	589						
49	47	280/3	280/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	590						
49	47	187/2	187/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	591						
49	47	281/3	281/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	592						
49	47	563/6	563/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	593						
49	47	94	94	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	594						
49	47	565/6	565/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	595						
49	47	283/3	283/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	596						
49	47	185/2	185/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	597						
50	48	189/2	189/2	0.0	0	0	Dynamic	2/4	1	1	0					f					
50	48	189/2	189/2	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	598						
50	48	381/4	381/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	599						
50	48	191/2	191/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	600						
50	48	96	96	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	601						
50	48	577/6	577/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	602						
50	48	289/3	289/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	603						
50	48	189/2	189/2	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	604						
50	48	189/2	189/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	605						
50	48	96	96	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	606						
51	49	193/2	193/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	607						
51	49	387/4	387/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	608						
51	49	775/8	775/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	609						
51	49	97	97	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	610						
51	49	97	97	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	611						
51	49	389/4	389/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	612						
51	49	779/8	779/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	613						
51	49	195/2	195/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	614						
51	49	98	98	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	615		ornamentTrill				
51	49	195/2	195/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	616						
51	49	98	98	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	617						
51	49	193/2	193/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	618						
51	49	97	97	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	619						
51	49	195/2	195/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	620						
51	49	98	98	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	621						
52	50	197/2	197/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	622						
52	50	197/2	197/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	623						
52	50	99	99	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	624						
52	50	199/2	199/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	625						
