mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	tempo_visible
48	46	185/2	185/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	587				
48	46	371/4	371/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	588				
48	46	91	91	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	589				
48	46	183/2	183/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	590				
49	47	93	93	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	591				
49	47	189/2	189/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	592				
49	47	189/2	189/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	593				
49	47	373/4	373/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	594				
49	47	187/2	187/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	595				
49	47	375/4	375/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	596				
49	47	94	94	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	597				
49	47	377/4	377/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	598				
49	47	189/2	189/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	599				
49	47	379/4	379/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	600				
50	48	95	95	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	601				
50	48	191/2	191/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	602				
50	48	96	96	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	603				
50	48	385/4	385/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	604				
50	48	193/2	193/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	605				
50	48	387/4	387/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	606				
50	48	95	95	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	607				
50	48	191/2	191/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	608				
50	48	95	95	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	609				
51	49	97	97	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	610				
51	49	197/2	197/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	611				
51	49	197/2	197/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	612				
51	49	389/4	389/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	613				
51	49	195/2	195/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	614				
51	49	391/4	391/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	615				
51	49	98	98	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	616				
51	49	393/4	393/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	617				
51	49	197/2	197/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	618				
51	49	395/4	395/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	619				
52	50	99	99	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	620				
52	50	199/2	199/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	621				
52	50	100	100	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	622				
52	50	401/4	401/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	623				
52	50	201/2	201/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	624				
52	50	403/4	403/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	625				
52	50	99	99	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	626				
52	50	199/2	199/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	627				
52	50	99	99	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	628				
52	50	100	100	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	629				
52	50	201/2	201/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	630				
53	51	101	101	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	631				
53	51	405/4	405/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	632				
53	51	203/2	203/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	633				
53	51	407/4	407/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	634				
53	51	102	102	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	635				
53	51	409/4	409/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	636				
53	51	205/2	205/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	637				
53	51	411/4	411/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	638				
53	51	101	101	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	639				
53	51	203/2	203/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	640				
53	51	102	102	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	641				
53	51	205/2	205/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	642				
54	52	103	103	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	643				
54	52	413/4	413/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	644				
54	52	207/2	207/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	645				
54	52	415/4	415/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	646				
54	52	104	104	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	647				
54	52	417/4	417/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	648				
54	52	209/2	209/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	649				
54	52	419/4	419/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	650				
54	52	103	103	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	651				
54	52	207/2	207/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	652				
54	52	104	104	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	653				
54	52	209/2	209/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	654				
55	53	105	105	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	655				
55	53	421/4	421/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	656				
55	53	211/2	211/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	657				
55	53	423/4	423/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	658				
55	53	106	106	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	659				
55	53	425/4	425/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	660				
55	53	213/2	213/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	661				
55	53	427/4	427/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	662				
55	53	105	105	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	663				
55	53	211/2	211/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	664				
55	53	106	106	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	665				
55	53	213/2	213/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	666				
56	54	107	107	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	667				
56	54	429/4	429/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	668				
56	54	215/2	215/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	669				
56	54	431/4	431/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	670				
56	54	108	108	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	671				
56	54	433/4	433/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	672				
56	54	217/2	217/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	673				
56	54	435/4	435/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	674				
56	54	107	107	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	675				
56	54	215/2	215/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	676				
56	54	108	108	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	677				
56	54	217/2	217/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	678				
57	55	109	109	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	679				
57	55	437/4	437/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	680				
57	55	219/2	219/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	681				
57	55	439/4	439/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	682				
57	55	110	110	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	683				
57	55	441/4	441/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	684				
57	55	221/2	221/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	685				
57	55	443/4	443/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	686				
57	55	109	109	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	687				
57	55	437/4	437/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	688				
57	55	219/2	219/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	689				
57	55	439/4	439/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	690				
57	55	110	110	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	691				
57	55	441/4	441/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	692				
57	55	221/2	221/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	693				
57	55	443/4	443/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	694				
58	56	111	111	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	695				
58	56	445/4	445/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	696				
58	56	223/2	223/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	697				
58	56	447/4	447/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	698				
58	56	112	112	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	699				
58	56	449/4	449/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	700				
58	56	225/2	225/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	701				
58	56	451/4	451/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	702				
58	56	111	111	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	703				
59	57	113	113	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	704				
59	57	114	114	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	705				
59	57	457/4	457/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	706				
59	57	229/2	229/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	707				
59	57	459/4	459/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	708				
59	57	113	113	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	709				
59	57	113	113	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	710				
59	57	453/4	453/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	711				
59	57	227/2	227/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	712				
59	57	455/4	455/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	713				
59	57	114	114	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	714				
59	57	457/4	457/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	715				
59	57	229/2	229/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	716				
59	57	459/4	459/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	717				
60	58	115	115	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	718				
60	58	116	116	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	719				
60	58	465/4	465/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	720				
60	58	233/2	233/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	721				
60	58	467/4	467/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	722				
60	58	115	115	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	723				
60	58	461/4	461/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	724				
60	58	231/2	231/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	725				
60	58	463/4	463/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	726				
60	58	116	116	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	727				
60	58	465/4	465/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	728				
60	58	233/2	233/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	729				
60	58	467/4	467/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	730				
61	59	117	117	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	731				
61	59	469/4	469/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	732				
61	59	235/2	235/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	733				
61	59	471/4	471/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	734				
61	59	118	118	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	735				
61	59	473/4	473/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	736				
61	59	237/2	237/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	737				
61	59	475/4	475/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	738				
61	59	117	117	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	739				
61	59	469/4	469/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	740				
61	59	235/2	235/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	741				
61	59	471/4	471/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	742				
61	59	118	118	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	743				
61	59	473/4	473/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	744				
61	59	237/2	237/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	745				
61	59	475/4	475/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	746				
62	60	119	119	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	747				
62	60	477/4	477/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	748				
62	60	239/2	239/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	749				
62	60	479/4	479/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	750				
62	60	120	120	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	751				
62	60	481/4	481/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	752				
62	60	241/2	241/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	753				
62	60	483/4	483/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	754				
62	60	119	119	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	755				
63	61	121	121	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	756				
63	61	122	122	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	757				
63	61	489/4	489/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	758				
63	61	245/2	245/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	759				
63	61	491/4	491/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	760				
63	61	121	121	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	761				
63	61	121	121	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	762				
63	61	485/4	485/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	763				
63	61	243/2	243/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	764				
63	61	487/4	487/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	765				
63	61	122	122	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	766				
63	61	489/4	489/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	767				
63	61	245/2	245/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	768				
63	61	491/4	491/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	769				
64	62	123	123	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	770				
64	62	124	124	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	771				
64	62	497/4	497/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	772				
64	62	249/2	249/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	773				
64	62	499/4	499/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	774				
64	62	123	123	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	775				
64	62	493/4	493/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	776				
64	62	247/2	247/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	777				
64	62	495/4	495/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	778				
64	62	124	124	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	779				
64	62	497/4	497/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	780				
64	62	249/2	249/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	781				
64	62	499/4	499/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	782				
65	63	125	125	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	783				
65	63	501/4	501/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	784				
65	63	251/2	251/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	785				
65	63	503/4	503/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	786				
65	63	126	126	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	787				
65	63	505/4	505/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	788				
65	63	253/2	253/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	789				
65	63	507/4	507/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	790				
65	63	125	125	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	791				
65	63	501/4	501/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	792				
65	63	251/2	251/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	793				
65	63	503/4	503/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	794				
65	63	126	126	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	795				
65	63	253/2	253/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	796				
66	64	127	127	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	797				
66	64	128	128	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	798				
66	64	513/4	513/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	799				
66	64	257/2	257/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	800				
66	64	515/4	515/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	801				
66	64	127	127	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	802				
66	64	255/2	255/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	803				
67	65	129	129	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	804				
67	65	259/2	259/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	805				
67	65	130	130	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	806				
67	65	261/2	261/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	807				
67	65	129	129	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	808				
67	65	517/4	517/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	809				
67	65	259/2	259/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	810				
67	65	519/4	519/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	811				
67	65	130	130	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	812				
67	65	521/4	521/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	813				
67	65	261/2	261/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	814				
67	65	523/4	523/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	815				
68	66	131	131	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	816				
68	66	263/2	263/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	817				
68	66	132	132	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	818				
68	66	529/4	529/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	819				
68	66	265/2	265/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	820				
68	66	531/4	531/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	821				
68	66	131	131	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	822				
68	66	525/4	525/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	823				
68	66	263/2	263/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	824				
68	66	527/4	527/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	825				
68	66	132	132	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	826				
68	66	529/4	529/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	827				
68	66	265/2	265/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	828				
68	66	531/4	531/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	829				
69	67	133	133	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	830				
69	67	133	133	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	831				
69	67	133	133	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	832				
69	67	134	134	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	833				
69	67	537/4	537/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	834				
69	67	269/2	269/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	835				
69	67	539/4	539/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	836				
69	67	133	133	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	837				
69	67	533/4	533/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	838				
69	67	267/2	267/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	839				
69	67	535/4	535/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	840				
69	67	134	134	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	841				
69	67	537/4	537/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	842				
69	67	269/2	269/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	843				
69	67	539/4	539/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	844				
70	68	135	135	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	845				
70	68	541/4	541/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	846				
70	68	271/2	271/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	847				
70	68	543/4	543/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	848				
70	68	136	136	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	849				
70	68	545/4	545/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	850				
70	68	273/2	273/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	851				
70	68	547/4	547/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	852				
70	68	135	135	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	853				
71	69	137	137	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	854				
71	69	275/2	275/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	855				
71	69	138	138	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	856				
71	69	277/2	277/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	857				
71	69	137	137	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	858				
71	69	549/4	549/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	859				
71	69	275/2	275/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	860				
71	69	551/4	551/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	861				
71	69	138	138	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	862				
71	69	553/4	553/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	863				
71	69	277/2	277/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	864				
71	69	555/4	555/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	865				
72	70	139	139	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	866				
72	70	279/2	279/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	867				
72	70	140	140	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	868				
72	70	561/4	561/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	869				
72	70	281/2	281/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	870				
72	70	563/4	563/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	871				
72	70	139	139	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	872				
72	70	557/4	557/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	873				
72	70	279/2	279/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	874				
72	70	559/4	559/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	875				
72	70	140	140	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	876				
72	70	561/4	561/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	877				
72	70	281/2	281/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	878				
72	70	563/4	563/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	879				
73	71	141	141	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	880				
73	71	141	141	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	881				
73	71	141	141	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	882				
